symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
MGCZ6,-1,0,0.1,630057150049,630057150025,1,4573.7,4574.6,$9.00,08/20/2026 19:33:14,08/20/2026 18:10:53,1h 22min 21sec
MGCZ6,-1,0,0.1,630057150061,630057150101,1,4577.7,4578.6,$9.00,08/20/2026 20:06:08,08/20/2026 22:08:11,2h 2min 3sec
MGCZ6,-1,0,0.1,630057150137,630057150118,1,4605.5,4594.1,$(114.00),08/21/2026 07:53:15,08/21/2026 07:04:37,48min 38sec
MGCZ6,-1,0,0.1,630057150146,630057150118,1,4605.5,4594.1,$(114.00),08/21/2026 07:53:15,08/21/2026 07:04:37,48min 38sec
MGCZ6,-1,0,0.1,630057150175,630057150158,2,4609.1,4602.4,$(134.00),08/21/2026 08:15:11,08/21/2026 08:11:12,3min 59sec
MGCZ6,-1,0,0.1,630057150184,630057150201,4,4608.8,4611.4,$104.00,08/21/2026 08:15:24,08/21/2026 08:17:33,2min 8sec
MCLV6,-2,0,0.01,630057150210,630057150230,4,86.35,86.13,$(88.00),08/21/2026 08:26:59,08/21/2026 09:03:34,36min 34sec
MCLV6,-2,0,0.01,630057150210,630057150239,7,86.35,86.12,$(161.00),08/21/2026 08:26:59,08/21/2026 09:03:34,36min 34sec
6EU6,-5,0,5.0E-5,630057150288,630057150267,1,1.16820,1.16775,$(56.25),08/24/2026 13:36:50,08/24/2026 09:47:45,3h 49min 4sec
6EU6,-5,0,5.0E-5,630057150300,630057150412,2,1.16840,1.16765,$(187.50),08/24/2026 15:20:35,08/24/2026 15:46:31,25min 56sec
MNQU6,-2,0,0.25,630057150323,630057150347,1,29233.75,29185.75,$(96.00),08/24/2026 15:28:58,08/24/2026 15:30:07,1min 8sec
MNQU6,-2,0,0.25,630057150359,630057150376,1,29147.75,29111.25,$(73.00),08/24/2026 15:31:53,08/24/2026 15:32:59,1min 5sec
MNQU6,-2,0,0.25,630057150418,630057150387,2,28991.25,28967.75,$(94.00),08/24/2026 15:46:31,08/24/2026 15:46:09,22sec
MNQU6,-2,0,0.25,630057150441,630057150433,3,29626.75,29640.75,$84.00,08/28/2026 16:28:57,08/28/2026 16:23:53,5min 3sec
MNQU6,-2,0,0.25,630057150454,630057150503,1,29744.75,29768.75,$48.00,08/28/2026 17:22:59,08/28/2026 17:34:11,11min 11sec
MNQU6,-2,0,0.25,630057150472,630057150503,1,29769.25,29768.75,$(1.00),08/28/2026 17:24:09,08/28/2026 17:34:11,10min 1sec
MNQU6,-2,0,0.25,630057150526,630057150552,2,29092.00,29070.25,$(87.00),09/02/2026 15:43:24,09/02/2026 15:46:10,2min 46sec
MNQU6,-2,0,0.25,630057150604,630057150563,1,29034.00,29078.00,$88.00,09/02/2026 15:51:54,09/02/2026 15:47:17,4min 37sec
MNQU6,-2,0,0.25,630057150615,630057150563,1,29035.00,29078.00,$86.00,09/02/2026 15:56:22,09/02/2026 15:47:17,9min 5sec
MNQU6,-2,0,0.25,630057150624,630057150649,1,29088.00,29119.25,$62.50,09/02/2026 16:05:19,09/02/2026 16:10:24,5min 5sec
MNQU6,-2,0,0.25,630057150624,630057150662,2,29088.00,29088.50,$2.00,09/02/2026 16:05:19,09/02/2026 16:12:42,7min 23sec
MNQU6,-2,0,0.25,630057150673,630057150662,1,29094.00,29088.50,$(11.00),09/02/2026 16:12:55,09/02/2026 16:12:42,12sec
MNQU6,-2,0,0.25,630057150682,630057150709,4,29136.50,29170.75,$274.00,09/02/2026 16:16:02,09/02/2026 16:21:43,5min 40sec
MNQU6,-2,0,0.25,630057150770,630057150730,3,29305.75,29280.25,$(153.00),09/03/2026 16:15:18,09/03/2026 16:01:05,14min 13sec
MNQU6,-2,0,0.25,630057150787,630057150778,3,29311.00,29302.00,$(54.00),09/03/2026 16:36:07,09/03/2026 16:35:32,35sec
MNQU6,-2,0,0.25,630057150810,630057150804,3,29308.25,29308.50,$1.50,09/03/2026 16:49:53,09/03/2026 16:36:52,13min 1sec
MNQU6,-2,0,0.25,630057150819,630057150852,3,29531.00,29516.00,$(90.00),09/03/2026 17:29:18,09/03/2026 17:37:57,8min 39sec
MNQU6,-2,0,0.25,630057150885,630057150894,4,29658.00,29657.75,$(2.00),09/04/2026 15:54:31,09/04/2026 15:55:16,45sec
MNQU6,-2,0,0.25,630057150906,630057150953,4,29661.25,29663.00,$14.00,09/04/2026 15:55:35,09/04/2026 16:01:31,5min 55sec
MNQU6,-2,0,0.25,630057150997,630057150965,2,29660.50,29669.50,$36.00,09/04/2026 16:07:42,09/04/2026 16:07:01,41sec
MNQU6,-2,0,0.25,630057151019,630057151006,2,29625.75,29608.25,$(70.00),09/04/2026 16:14:08,09/04/2026 16:12:13,1min 54sec
MNQU6,-2,0,0.25,630057151019,630057151047,2,29625.75,29640.00,$57.00,09/04/2026 16:14:08,09/04/2026 16:15:12,1min 4sec
MNQU6,-2,0,0.25,630057151028,630057151047,2,29650.00,29640.00,$(40.00),09/04/2026 16:14:53,09/04/2026 16:15:12,19sec
MNQU6,-2,0,0.25,630057151028,630057151080,2,29650.00,29623.25,$(107.00),09/04/2026 16:14:53,09/04/2026 16:16:50,1min 56sec
MNQU6,-2,0,0.25,630057151065,630057151101,2,29632.00,29602.00,$(120.00),09/04/2026 16:16:34,09/04/2026 16:20:04,3min 30sec
MNQU6,-2,0,0.25,630057151109,630057151116,3,29601.25,29593.00,$(49.50),09/04/2026 16:25:27,09/04/2026 16:25:41,13sec
MCLV6,-2,0,0.01,630057151140,630057151129,4,91.98,92.13,$60.00,09/07/2026 09:13:02,09/07/2026 09:06:06,6min 56sec
