symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
MNQU6,-2,0,0.25,620520921061,620520921045,2,29662.25,29669.00,$27.00,09/04/2026 16:07:42,09/04/2026 16:07:01,41sec
MNQU6,-2,0,0.25,620520921075,620520921069,2,29625.75,29608.50,$(69.00),09/04/2026 16:14:08,09/04/2026 16:12:13,1min 54sec
MNQU6,-2,0,0.25,620520921075,620520921092,2,29625.75,29640.00,$57.00,09/04/2026 16:14:08,09/04/2026 16:15:12,1min 4sec
MNQU6,-2,0,0.25,620520921089,620520921092,2,29651.00,29640.00,$(44.00),09/04/2026 16:14:53,09/04/2026 16:15:12,19sec
MNQU6,-2,0,0.25,620520921089,620520921114,2,29651.00,29623.25,$(111.00),09/04/2026 16:14:53,09/04/2026 16:16:50,1min 56sec
MNQU6,-2,0,0.25,620520921105,620520921135,2,29632.00,29603.75,$(113.00),09/04/2026 16:16:34,09/04/2026 16:20:04,3min 30sec
MNQU6,-2,0,0.25,620520921143,620520921150,3,29601.50,29595.00,$(39.00),09/04/2026 16:25:28,09/04/2026 16:25:33,5sec
MNQU6,-2,0,0.25,620520921280,620520921244,3,29479.75,29620.00,$841.50,09/08/2026 15:44:39,09/08/2026 15:32:23,12min 16sec
MNQU6,-2,0,0.25,620520921327,620520921297,2,29102.25,29105.75,$14.00,09/10/2026 15:59:24,09/10/2026 15:59:22,1sec
MNQU6,-2,0,0.25,620520921364,620520921336,2,29101.25,29098.00,$(13.00),09/10/2026 15:59:55,09/10/2026 15:59:53,1sec
MNQU6,-2,0,0.25,620520921378,620520921372,4,29237.25,29200.75,$(292.00),09/10/2026 16:31:45,09/10/2026 16:29:51,1min 54sec
MNQU6,-2,0,0.25,620520921386,620520921393,4,29238.00,29234.75,$(26.00),09/10/2026 16:31:52,09/10/2026 16:31:55,2sec
MNQU6,-2,0,0.25,620520921434,620520921411,3,29421.00,29391.25,$(178.50),09/11/2026 16:10:30,09/11/2026 16:04:55,5min 34sec
MNQU6,-2,0,0.25,620520921454,620520921498,2,29467.00,29488.50,$86.00,09/11/2026 17:26:16,09/11/2026 17:34:51,8min 34sec
MNQU6,-2,0,0.25,620520921461,620520921498,1,29471.00,29488.50,$35.00,09/11/2026 17:26:39,09/11/2026 17:34:51,8min 11sec
MNQU6,-2,0,0.25,620520921525,620520921508,1,29474.75,29483.00,$16.50,09/11/2026 17:36:15,09/11/2026 17:35:21,54sec
MNQU6,-2,0,0.25,620520921536,620520921555,1,29474.75,29468.25,$(13.00),09/11/2026 17:36:40,09/11/2026 17:37:53,1min 13sec
MNQU6,-2,0,0.25,620520921546,620520921555,1,29478.00,29468.25,$(19.50),09/11/2026 17:37:23,09/11/2026 17:37:53,30sec
MNQU6,-2,0,0.25,620520921571,620520921565,4,29477.00,29465.25,$(94.00),09/11/2026 17:39:25,09/11/2026 17:38:03,1min 22sec
MNQU6,-2,0,0.25,620520921612,620520921588,4,29474.75,29470.00,$(38.00),09/11/2026 18:04:21,09/11/2026 17:40:34,23min 46sec
MNQU6,-2,0,0.25,620520921656,620520921626,3,29006.00,28965.75,$(241.50),09/14/2026 16:45:30,09/14/2026 16:39:44,5min 45sec
MNQU6,-2,0,0.25,620520921664,620520921670,3,29007.50,28999.00,$(51.00),09/14/2026 16:45:35,09/14/2026 16:47:24,1min 48sec
MNQU6,-2,0,0.25,620520921685,620520921678,3,28993.75,28992.50,$(7.50),09/14/2026 16:47:30,09/14/2026 16:47:30,0sec
