symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration
MNQZ6,-2,0,0.25,665865960020,665865960007,8,29743.75,29712.00,$(508.00),09/18/2026 16:23:55,09/18/2026 16:17:55,6min
MNQZ6,-2,0,0.25,665865960028,665865960034,8,29742.50,29710.50,$(512.00),09/18/2026 16:24:28,09/18/2026 16:42:40,18min 11sec
MNQZ6,-2,0,0.25,665865960049,665865960042,8,29716.50,29706.75,$(156.00),09/18/2026 16:46:12,09/18/2026 16:42:51,3min 20sec
